year,month,searches,search string,search string cleaned,active tab,signed in,on campus,results
2023,04,13,facial emotion recognition in autism spectrum disorders: a review of behavioral and neuroimaging studies,facial emotion recognition in autism spectrum disorders a review of behavioral and neuroimaging studies,default_tab,13,0,345.153846153846
2023,04,11,false memory,false memory,default_tab,0,0,22425
2023,04,10,financial times,financial times,default_tab,0,6,1798586.3
2023,04,12,folkehelse og livsmestring litteraturundervisning,folkehelse og livsmestring litteraturundervisning,default_tab,12,4,11
2023,04,14,fornebu,fornebu,default_tab,14,0,686.285714285714
2023,04,17,forvaltningsrett,forvaltningsrett,default_tab,0,1,1624.47058823529
2023,04,11,framework and metrics for the clinical use and implementation of artificial intelligence algorithms into endoscopy practice: recommendations from the american society for gastrointestinal endoscopy artificial intelligence task force,framework and metrics for the clinical use and implementation of artificial intelligence algorithms into endoscopy practice recommendations from the american society for gastrointestinal endoscopy artificial intelligence task force,default_tab,0,0,26.0909090909091
2023,04,10,geir hoff,geir hoff,default_tab,0,0,461
2023,04,12,gender trouble,gender trouble,default_tab,0,5,5058.5
2023,04,11,giertsen avtaler,giertsen avtaler,default_tab,0,8,6.18181818181818
2023,04,11,"goddag, jeg er et barn",goddag jeg er et barn,default_tab,11,0,4
2023,04,11,google scholar,google scholar,default_tab,0,1,281313.454545455
2023,04,10,"goy, r. w. 1970",goy r w 1970,default_tab,10,5,8
2023,04,13,grundig om kommunikasjon og sykepleie,grundig om kommunikasjon og sykepleie,default_tab,0,0,6.76923076923077
2023,04,11,gynekologi,gynekologi,default_tab,0,4,6398.45454545455
2023,04,11,haisommer 2005,haisommer 2005,default_tab,0,5,1
2023,04,16,"holmen, n. (2016). adhd. i e. bru, e.c. idsøe, %26 k. øverland (red.), psykisk helse i skolen (s.176-195). oslo: universitetsforlaget.",holmen n 2016 adhd i e bru ec idsøe 26 k øverland red psykisk helse i skolen s176195 oslo universitetsforlaget,default_tab,16,2,1
2023,04,11,humboldt forum,humboldt forum,default_tab,11,5,1413
2023,04,33,hvordan bruke teori,hvordan bruke teori,default_tab,11,14,29504.2045454545
2023,04,10,hvordan organisasjoner fungerer,hvordan organisasjoner fungerer,default_tab,0,5,254.4
2023,04,10,hvordan skrive en litteraturgjennomgang?,hvordan skrive en litteraturgjennomgang,default_tab,10,1,1
2023,04,13,i mosaici della chiesa de s pudenziana,i mosaici della chiesa de s pudenziana,default_tab,13,0,0
2023,04,12,ibsen,ibsen,default_tab,0,2,21213.9166666667
2023,04,94,idunn,idunn,default_tab,36,5,689.255747126437
2023,04,26,individual differences in second language acquisition,individual differences in second language acquisition,default_tab,26,0,2647.07692307692
2023,04,10,individualisme,individualisme,default_tab,10,7,51717
2023,04,12,"inflammation,oxidative,muscarinic",inflammationoxidativemuscarinic,default_tab,0,0,144
2023,04,10,innovasjon i skolen,innovasjon i skolen,default_tab,0,7,148.4
2023,04,10,intervju som forskningsmetode,intervju som forskningsmetode,default_tab,0,2,411.1
2023,04,34,introduksjon til samfunnsvitenskapelig metode,introduksjon til samfunnsvitenskapelig metode,default_tab,11,18,21.0652173913043
2023,04,10,investigating relations between maternal mood disorders and rates of developmental care practices in the neonatal intensive care unit,investigating relations between maternal mood disorders and rates of developmental care practices in the neonatal intensive care unit,default_tab,10,10,0
2023,04,15,is neo-fisherism ‘alive’ in south africa? a frequency domain causality approach,is neofisherism alive in south africa a frequency domain causality approach,default_tab,15,0,1
2023,04,27,jarman ivens queer voices,jarman ivens queer voices,default_tab,27,27,14
2023,04,15,johs. andenæs,johs andenæs,default_tab,0,0,271
2023,04,10,jon vidar sigurdsson,jon vidar sigurdsson,default_tab,0,0,188.9
2023,04,12,journal of child language,journal of child language,default_tab,12,0,168745.916666667
2023,04,11,jstor,jstor,default_tab,0,5,719139.454545455
2023,04,11,juridika,juridika,default_tab,0,6,7649.63636363636
2023,04,10,juridisk metode,juridisk metode,default_tab,0,3,539.1
2023,04,15,karnov danmark,karnov danmark,default_tab,15,8,185
2023,04,12,kjell magne mestring og lidelse,kjell magne mestring og lidelse,default_tab,12,0,1
2023,04,11,kommunikasjon i relasjoner,kommunikasjon i relasjoner,default_tab,0,3,1308.81818181818
2023,04,19,kriminalitet: naturalisering av sosiale relasjoner,kriminalitet naturalisering av sosiale relasjoner,default_tab,19,19,1
2023,04,10,kronotop,kronotop,default_tab,0,0,85
2023,04,10,kvale brinkmann,kvale brinkmann,default_tab,0,4,248
2023,04,43,kvalitativ metode,kvalitativ metode,default_tab,19,20,7418.55811403509
2023,04,23,kvalitative forskningsmetoder i praksis,kvalitative forskningsmetoder i praksis,default_tab,10,5,70.0346153846154
2023,04,11,l 914,l 914,default_tab,0,11,184
2023,04,25,lake malawi fisheries,lake malawi fisheries,default_tab,14,0,1300.82467532468
2023,04,21,language and race,language and race,default_tab,0,8,70087.1904761905
2023,04,11,lappe food first,lappe food first,default_tab,0,11,50
2023,04,10,lauren berlant on the inconvenience of other people,lauren berlant on the inconvenience of other people,default_tab,10,0,1
2023,04,14,litteraturstudie,litteraturstudie,default_tab,14,3,3404.42857142857
2023,04,13,loeb,loeb,default_tab,0,4,41476.5384615385
2023,04,10,løvetannbarn,løvetannbarn,default_tab,10,10,26.6
2023,04,26,"maassen, p., moen, e., %26 stensaker, b. (2011). reforming higher education in the netherlands and norway: the role of the state and national modes of governance. policy studies, 32(5), 479-495.",maassen p moen e 26 stensaker b 2011 reforming higher education in the netherlands and norway the role of the state and national modes of governance policy studies 325 479495,default_tab,26,0,1
2023,04,20,managing adhd in the inclusive classroom,managing adhd in the inclusive classroom,default_tab,20,3,7
2023,04,11,marianne kumlin,marianne kumlin,default_tab,11,0,17
2023,04,12,"maternal seafood consumption and infant birth weight, length and head circumference in the norwegian mother and child cohort study",maternal seafood consumption and infant birth weight length and head circumference in the norwegian mother and child cohort study,default_tab,12,12,16
2023,04,11,meaney the sexual differentiation of social play,meaney the sexual differentiation of social play,default_tab,11,6,5
2023,04,25,medisinsk mikrobiologi,medisinsk mikrobiologi,default_tab,11,10,322.032467532468
2023,04,14,medival europe banking,medival europe banking,default_tab,14,0,1
2023,04,30,medline,medline,default_tab,0,8,27487153.6666667
2023,04,12,merleau ponty on epistemology,merleau ponty on epistemology,default_tab,12,0,348
2023,04,13,merleau pontys epistemology,merleau pontys epistemology,default_tab,13,0,340
2023,04,14,merleau-ponty on communication,merleauponty on communication,default_tab,14,0,606
2023,04,14,merleau-ponty on uncertainty,merleauponty on uncertainty,default_tab,14,0,45
2023,04,43,metode og oppgaveskriving,metode og oppgaveskriving,default_tab,16,8,60
2023,04,10,michael bang petersen,michael bang petersen,default_tab,0,0,189.2
2023,04,23,morgenbladet,morgenbladet,default_tab,0,16,624
2023,04,20,multikulturell rådgivning,multikulturell rådgivning,default_tab,0,4,14
2023,04,14,my life as a replica sally foster,my life as a replica sally foster,default_tab,14,0,3
2023,04,11,mycophenolic acid absorption,mycophenolic acid absorption,default_tab,11,8,304.181818181818
2023,04,16,n bough,n bough,default_tab,16,16,167
2023,04,810,nel,nel,default_tab,194,95,80511.3147509707
2023,04,14,norsk elektronisk legehåndbok,norsk elektronisk legehåndbok,default_tab,0,0,10
2023,04,11,norway middle east peace,norway middle east peace,default_tab,0,5,341.090909090909
2023,04,14,obligasjonsrett,obligasjonsrett,default_tab,14,5,529
2023,04,13,omsorgskvalitet,omsorgskvalitet,default_tab,13,0,21
2023,04,21,operasjon weserubung,operasjon weserubung,default_tab,21,0,9
2023,04,12,oppvekst og utvikling,oppvekst og utvikling,default_tab,12,0,334
2023,04,23,ordnett.no,ordnettno,default_tab,23,0,11
2023,04,11,organizational behavior,organizational behavior,default_tab,0,6,209765
2023,04,11,oria,oria,default_tab,11,5,406265.454545455
2023,04,10,oscar h. gandy,oscar h gandy,default_tab,0,7,180
2023,04,11,parent-child relationship intervention,parentchild relationship intervention,default_tab,0,11,9246.54545454545
2023,04,10,participatory design,participatory design,default_tab,0,2,32825.9
2023,04,26,"photodynamic therapy: apoptosis, paraptosis and beyond",photodynamic therapy apoptosis paraptosis and beyond,default_tab,26,0,3
2023,04,10,"politikere,sosiale medier",politikeresosiale medier,default_tab,0,0,67.5
2023,04,11,potentially inappropriate prescribing anette,potentially inappropriate prescribing anette,default_tab,11,0,12
2023,04,11,pouillard,pouillard,default_tab,0,0,438
2023,04,17,powell,powell,default_tab,17,2,210483.882352941
2023,04,10,predictors of mortality and complications associated with use of intraaortic balloon pump counterpulsation,predictors of mortality and complications associated with use of intraaortic balloon pump counterpulsation,default_tab,10,0,25
2023,04,14,prednisolone and pregnancy,prednisolone and pregnancy,default_tab,0,14,1395
2023,04,80,pressreader,pressreader,default_tab,24,34,44.6785714285714
2023,04,21,psycinfo,psycinfo,default_tab,0,8,303772.857142857
2023,04,10,psykisk helse i skolen,psykisk helse i skolen,default_tab,0,2,438.8
2023,04,16,public and private attitudes towards “green” electricity: the case of swedish wind power,public and private attitudes towards green electricity the case of swedish wind power,default_tab,16,0,8
2023,04,612,pubmed,pubmed,default_tab,255,237,26084377.8422002
2023,04,19,race ethnicity and sexuality nagel,race ethnicity and sexuality nagel,default_tab,19,18,26
2023,04,12,raising cain: protecting the emotional life of boys,raising cain protecting the emotional life of boys,default_tab,12,6,11
2023,04,12,reiertsen article 13,reiertsen article 13,default_tab,0,0,34
2023,04,12,religionsskiftet i norden oslo : senter for studier i vikingtid og nordisk middelalder  2004,religionsskiftet i norden oslo senter for studier i vikingtid og nordisk middelalder 2004,default_tab,12,2,7
2023,04,12,research methods in education,research methods in education,default_tab,12,9,1628704.41666667
2023,04,14,resiliens,resiliens,default_tab,14,9,971.285714285714
2023,04,16,rethinking hegemonic masculinity and patriarchal privilege within heterosexual interpersonal relationships,rethinking hegemonic masculinity and patriarchal privilege within heterosexual interpersonal relationships,default_tab,0,0,0
2023,04,11,rettskildelære,rettskildelære,default_tab,0,7,308
2023,04,17,rettsøkonomi,rettsøkonomi,default_tab,0,9,326
2023,04,33,rådgivning,rådgivning,default_tab,16,17,2098.53676470588
2023,04,12,samfunnsvitenskapelige metoder,samfunnsvitenskapelige metoder,default_tab,0,3,381.166666666667
2023,04,17,"sammen for elevers psykososiale miljø, olsen mirjam harkestad",sammen for elevers psykososiale miljø olsen mirjam harkestad,default_tab,17,2,1.05882352941176
2023,04,12,science,science,default_tab,0,2,71602827.4166667
2023,04,102,scopus,scopus,default_tab,28,26,56704545.6014091
2023,04,13,selskapsrett,selskapsrett,default_tab,0,7,887.307692307692
2023,04,10,sentrale emner i barneretten,sentrale emner i barneretten,default_tab,0,5,2
2023,04,12,sex differences in second language comprehension,sex differences in second language comprehension,default_tab,12,5,174.333333333333
2023,04,11,sexism and the war system,sexism and the war system,default_tab,0,0,162.818181818182
2023,04,11,"sexual selection, the division of labor, and the evolution of sex differences",sexual selection the division of labor and the evolution of sex differences,default_tab,11,6,40.7272727272727
2023,04,10,short run and long run causality in time series: theory,short run and long run causality in time series theory,default_tab,10,0,227.6
2023,04,15,sivert langholm,sivert langholm,default_tab,0,0,34
2023,04,10,skatterett,skatterett,default_tab,10,0,1455.9
2023,04,13,skirnismal,skirnismal,default_tab,0,13,56
2023,04,12,skolevegring,skolevegring,default_tab,0,5,143
2023,04,30,social exclusion reliably engages the default network: a meta-analysis of cyberball,social exclusion reliably engages the default network a metaanalysis of cyberball,default_tab,0,0,2
2023,04,13,social identity theory,social identity theory,default_tab,13,5,125816
2023,04,12,"sosial fungering,rus",sosial fungeringrus,default_tab,12,0,1
2023,04,11,sosial kompetanse,sosial kompetanse,default_tab,0,2,1422.18181818182
2023,04,13,sound and magic in religion theory,sound and magic in religion theory,default_tab,0,3,18
2023,04,35,spesialpedagogikk,spesialpedagogikk,default_tab,15,19,5962.8
2023,04,23,stanley cavell on other minds,stanley cavell on other minds,default_tab,23,0,174
2023,04,15,statistical methods for financial engineering,statistical methods for financial engineering,default_tab,0,6,8591.26666666667
2023,04,12,statistical rethinking,statistical rethinking,default_tab,0,4,1227.75
2023,04,23,straffeprosess,straffeprosess,default_tab,12,17,1160.80303030303
2023,04,10,strategisk ledelse,strategisk ledelse,default_tab,0,1,205.5
2023,04,19,stress and cognitive performance,stress and cognitive performance,default_tab,0,0,20102
2023,04,11,sustainable public procurement,sustainable public procurement,default_tab,0,0,2730
2023,04,11,taken into the mountain: cavernous and categorical entrapments,taken into the mountain cavernous and categorical entrapments,default_tab,0,0,1
2023,04,12,tallinn manual,tallinn manual,default_tab,12,6,717.5
2023,04,15,tekstanalyse for samfunnsvitere,tekstanalyse for samfunnsvitere,default_tab,0,10,4
2023,04,10,terada rei,terada rei,default_tab,10,0,196.4
2023,04,17,thagaard,thagaard,default_tab,0,4,261
2023,04,11,the art of helping,the art of helping,default_tab,0,9,57805.8181818182
2023,04,13,the continuum of sexual violence.,the continuum of sexual violence,default_tab,13,10,522.076923076923
2023,04,29,the economist,the economist,default_tab,10,13,972200.805263158
2023,04,18,the evolving case-control study,the evolving casecontrol study,default_tab,18,4,682.555555555556
2023,04,10,the handbook of child language,the handbook of child language,default_tab,0,1,3051.7
2023,04,20,the ideal victim,the ideal victim,default_tab,20,18,3059.55
2023,04,14,the journal of adhesive dentistry.,the journal of adhesive dentistry,default_tab,14,14,14060.1428571429
2023,04,12,the origin of capitalism ellen wood,the origin of capitalism ellen wood,default_tab,12,0,45
2023,04,13,the origins of human rights regimes: democratic delegation in postwar europe,the origins of human rights regimes democratic delegation in postwar europe,default_tab,13,10,6
2023,04,13,the oxford handbook of family policy,the oxford handbook of family policy,default_tab,0,0,360
2023,04,20,the perils of taylor rules,the perils of taylor rules,default_tab,20,0,62
2023,04,10,the power shield: powerful roles eliminate gender disparities in political elections,the power shield powerful roles eliminate gender disparities in political elections,default_tab,10,0,2
2023,04,12,the relationship of language and  emotion regulation skills to reticence in children with specific language impairment,the relationship of language and emotion regulation skills to reticence in children with specific language impairment,default_tab,12,6,11.4166666666667
2023,04,10,the skilled helper,the skilled helper,default_tab,10,5,550.3
2023,04,12,the suffragist peace,the suffragist peace,default_tab,12,10,94.1666666666667
2023,04,15,thematic analysis,thematic analysis,default_tab,0,6,149316.533333333
2023,04,16,thesaurus linguae graecae,thesaurus linguae graecae,default_tab,0,2,178.625
2023,04,12,tiktok algorithm,tiktok algorithm,default_tab,12,9,212.416666666667
2023,04,14,tilknytning (foreldre og barn),tilknytning foreldre og barn,default_tab,0,0,51
2023,04,10,"tilknytning,religion",tilknytningreligion,default_tab,0,0,16
2023,04,21,tjora,tjora,default_tab,0,7,549.47619047619
2023,04,11,transitional justice,transitional justice,default_tab,11,2,149328.636363636
2023,04,13,triffterer,triffterer,default_tab,13,2,5054.30769230769
2023,04,86,uhsutstyr,uhsutstyr,default_tab,10,21,21
2023,04,10,uiowebmail,uiowebmail,default_tab,0,0,0
2023,04,16,up to date,up to date,default_tab,0,2,5475154.8125
2023,04,52,uptodate,uptodate,default_tab,12,20,3652.7125
2023,04,29,using thematic analysis in psychology,using thematic analysis in psychology,default_tab,18,12,15726.2803030303
2023,04,11,utlendingsrett,utlendingsrett,default_tab,0,8,103
2023,04,12,variability in early communicative development,variability in early communicative development,default_tab,12,1,149.75
2023,04,12,velferdsrett,velferdsrett,default_tab,0,8,200
2023,04,10,velferdstjenestenes vilkår,velferdstjenestenes vilkår,default_tab,10,10,17
2023,04,17,viaud magie et coutumes populaires chez les coptes d'égypte,viaud magie et coutumes populaires chez les coptes dégypte,default_tab,0,1,0
2023,04,19,vite være gjøre,vite være gjøre,default_tab,0,11,17.5263157894737
2023,04,10,"vite, være, gjøre",vite være gjøre,default_tab,0,6,17.2
2023,04,10,vitnepsykologi,vitnepsykologi,default_tab,0,7,112
2023,04,135,web of science,web of science,default_tab,40,55,51488733.6276525
2023,04,14,weber spirit of capitalism,weber spirit of capitalism,default_tab,14,0,1011
2023,04,10,wes anderson,wes anderson,default_tab,10,2,2596.2
2023,04,13,what every person needs to survive in a rapidly changing world,what every person needs to survive in a rapidly changing world,default_tab,13,13,15.0769230769231
2023,04,58,what is motivation,what is motivation,default_tab,39,0,751250.937921727
2023,04,30,worldcat,worldcat,default_tab,30,30,2015.36666666667
2023,04,49,"yairi, e., %26 ambrose, n. g. (2005). early childhood stuttering. for clinicians by clinicians.  texas: pro-ed. an international publisher.",yairi e 26 ambrose n g 2005 early childhood stuttering for clinicians by clinicians texas proed an international publisher,default_tab,28,4,12.547619047619
2023,04,12,“the  role of the business model in capturing value from innovation”,the role of the business model in capturing value from innovation,default_tab,12,0,2
2023,12,9,"""formativ vurdering"",""summativ vurdering""",formativ vurderingsummativ vurdering,default_tab,0,0,38
2023,12,12,"""sosiale medier"" og selfie",sosiale medier og selfie,default_tab,0,12,7.91666666666667
2023,12,9,"""ytringsfrihet""",ytringsfrihet,default_tab,9,0,1330
2023,12,9,"- orlikowski, w. j., %26 baroudi, j. j. (1991). studying information technology in organizations: research approaches and assumptions. information systems research, 2(1), 1-28.",orlikowski w j 26 baroudi j j 1991 studying information technology in organizations research approaches and assumptions information systems research 21 128,default_tab,0,0,2
2023,12,9,051848953,051848953,default_tab,0,4,1
2023,12,11,10:04,1004,default_tab,0,0,85114.6363636364
2023,12,53,65 jan m smits  the mind and method of the legal academic,65 jan m smits the mind and method of the legal academic,default_tab,41,2,2
2023,12,11,863*,863,default_tab,0,0,55.0909090909091
2023,12,10,a potential parenteral controlled drug delivery system,a potential parenteral controlled drug delivery system,default_tab,10,0,250
2023,12,12,accumulation by dispossesion,accumulation by dispossesion,default_tab,12,0,12
2023,12,22,aftenposten,aftenposten,default_tab,9,7,1525.91452991453
2023,12,9,agile it service management,agile it service management,default_tab,0,0,5204.88888888889
2023,12,9,ahamdiyya,ahamdiyya,default_tab,9,9,0
2023,12,22,alberto manguel a history of reading,alberto manguel a history of reading,default_tab,0,0,93
2023,12,9,an anthropology of human rights,an anthropology of human rights,default_tab,0,0,50051.2222222222
2023,12,13,an oil company as a force for good? how statoil put norway’s identity as a‘ champion of ideals’ to the test,an oil company as a force for good how statoil put norways identity as a champion of ideals to the test,default_tab,0,0,7
2023,12,14,andersen kazaryan,andersen kazaryan,default_tab,0,0,17.1428571428571
2023,12,15,annales histoire sciences sociales,annales histoire sciences sociales,default_tab,0,0,41364.2666666667
2023,12,12,architecture and tourism in italian colonial  libya: an ambivalent modernism  brian l. mclaren,architecture and tourism in italian colonial libya an ambivalent modernism brian l mclaren,default_tab,0,0,9.66666666666667
2023,12,10,art since 1900,art since 1900,default_tab,0,2,56259.9
2023,12,16,artemis,artemis,default_tab,16,0,10727.9375
2023,12,9,associations between potentially inappropriate medication on,associations between potentially inappropriate medication on,default_tab,0,9,1149.77777777778
2023,12,13,autoethnography,autoethnography,default_tab,13,0,10412.8461538462
2023,12,10,bakhtin,bakhtin,default_tab,0,1,17982.5
2023,12,10,basic local alignment search tool,basic local alignment search tool,default_tab,0,0,2249.6
2023,12,14,ben lerner 10:04 identity,ben lerner 1004 identity,default_tab,0,0,3
2023,12,11,bergstein boredom,bergstein boredom,default_tab,0,0,2
2023,12,11,berossus,berossus,default_tab,0,0,81.8181818181818
2023,12,9,blame avoidance,blame avoidance,default_tab,9,5,1207.11111111111
2023,12,9,blatter  j. %26 blume  t. (2008) in search of co-vaiance  causal mechanisms or congruence? towards a plural understanding of case studies. swiss political science review  12(2): 315-56,blatter j 26 blume t 2008 in search of covaiance causal mechanisms or congruence towards a plural understanding of case studies swiss political science review 122 31556,default_tab,9,9,1
2023,12,18,boulder transport buoyancy,boulder transport buoyancy,default_tab,0,0,52.3333333333333
2023,12,9,"brian mclaren, architecture and tourism in italian colonial libya",brian mclaren architecture and tourism in italian colonial libya,default_tab,0,0,13.8888888888889
2023,12,11,british journal of middle eastern studies,british journal of middle eastern studies,default_tab,0,0,43696
2023,12,9,brown versus board of education,brown versus board of education,default_tab,9,0,143.444444444444
2023,12,9,bullshit frankfurt,bullshit frankfurt,default_tab,0,0,140.222222222222
2023,12,24,care in doctor-patient consultation,care in doctorpatient consultation,default_tab,0,0,2998.75
2023,12,14,chinese feminists face paradoxical state policies,chinese feminists face paradoxical state policies,default_tab,14,0,2
2023,12,9,classroom-based conversation analytic research,classroombased conversation analytic research,default_tab,0,5,46.4444444444444
2023,12,11,clive knights,clive knights,default_tab,11,0,120.909090909091
2023,12,9,cognitive behavioral therapy,cognitive behavioral therapy,default_tab,9,0,75528.6666666667
2023,12,15,compressed earth block testing,compressed earth block testing,default_tab,0,0,84.4
2023,12,10,cultural criminology,cultural criminology,default_tab,10,9,10302.9
2023,12,14,cyber war,cyber war,default_tab,14,0,28845
2023,12,12,da vi var yngre,da vi var yngre,default_tab,0,1,940.333333333333
2023,12,9,dagens næringsliv,dagens næringsliv,default_tab,0,1,341.333333333333
2023,12,14,democracy when the people are thinking,democracy when the people are thinking,default_tab,0,0,2948.92857142857
2023,12,11,den svartes levde erfaring,den svartes levde erfaring,default_tab,0,0,3
2023,12,9,dft,dft,default_tab,9,7,304024.888888889
2023,12,10,drama from ibsen to brecht,drama from ibsen to brecht,default_tab,0,0,117.5
